model,outcome,ai_var,controls,fixed_effects,clusters,n_obs,n_firms,n_quarters,status,r2,term,coef,se,t,p
alternative_ai | ret_future_1q | bert_innovation_log_count | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_innovation_log_count,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.00785100006693662,bert_innovation_log_count,-0.02155444901931047,0.009830222471745219,-2.192671537319112,0.02833105285794451
alternative_ai | ret_future_4q | ai_semantic_score | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_semantic_score,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.0054320636290412505,investment,0.019412635742203668,0.01592712925385504,1.2188408490189773,0.22290460392376887
alternative_ai | ret_future_4q | ai_semantic_score | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_semantic_score,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.0054320636290412505,momentum,-0.045845804285541636,0.008218199843569737,-5.578570144094671,2.4250368517929886e-08
alternative_ai | ret_future_4q | ai_actionable_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_actionable_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005535041399070684,ai_actionable_share,-0.07341151373218852,0.024203183874801262,-3.033134570721486,0.0024202764451339742
alternative_ai | ret_future_4q | ai_actionable_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_actionable_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005535041399070684,size,-0.01932369450547445,0.006597226865548472,-2.929063210844719,0.003399852748502048
alternative_ai | ret_future_4q | ai_actionable_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_actionable_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005535041399070684,bm,0.02152707569361643,0.03603124919269775,0.5974557134693849,0.5502031663215659
alternative_ai | ret_future_4q | ai_actionable_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_actionable_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005535041399070684,leverage,0.2304478354594517,0.06529242329563746,3.529472851941906,0.0004163884230553419
alternative_ai | ret_future_4q | ai_actionable_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_actionable_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005535041399070684,profitability,0.04528489402617904,0.07537675381942546,0.6007806350305921,0.5479861037762579
alternative_ai | ret_future_4q | ai_actionable_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_actionable_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005535041399070684,investment,0.019517767617463794,0.015933782178131368,1.2249299883270237,0.2206016003702852
alternative_ai | ret_future_4q | ai_actionable_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_actionable_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005535041399070684,momentum,-0.04586951816297478,0.008223293905155419,-5.577998146730212,2.433022467632182e-08
alternative_ai | ret_future_4q | ai_speculative_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_speculative_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005560604656992152,ai_speculative_share,0.1768334818449802,0.14904357415658742,1.1864549199497612,0.2354426941052722
alternative_ai | ret_future_4q | ai_speculative_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_speculative_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005560604656992152,size,-0.021209802241319718,0.006808631134037005,-3.1151345731287843,0.0018386100660401207
alternative_ai | ret_future_4q | ai_speculative_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_speculative_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005560604656992152,bm,0.02312382423834193,0.03594701781476332,0.6432751767476259,0.5200455604885761
alternative_ai | ret_future_4q | ai_speculative_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_speculative_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005560604656992152,leverage,0.23392846042675838,0.06602978843501764,3.5427716182519053,0.00039594543910826345
alternative_ai | ret_future_4q | ai_speculative_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_speculative_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005560604656992152,profitability,0.046485017645505416,0.07543698793687532,0.61620988479025,0.5377560053298229
alternative_ai | ret_future_4q | ai_speculative_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_speculative_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005560604656992152,investment,0.019061010271260857,0.015920065870992792,1.1972946861979405,0.23119171486780177
alternative_ai | ret_future_4q | ai_speculative_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,ai_speculative_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005560604656992152,momentum,-0.04575405443307412,0.008267980757096354,-5.533884968685215,3.132144316370718e-08
alternative_ai | ret_future_4q | lda_topic2_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,lda_topic2_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005329685556904495,lda_topic2_share,-0.0877191962343541,0.14003158412907374,-0.6264243654738575,0.5310366320944973
alternative_ai | ret_future_4q | lda_topic2_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,lda_topic2_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005329685556904495,size,-0.02029996010281839,0.006684739590017308,-3.0367615416363334,0.0023913455107588827
alternative_ai | ret_future_4q | lda_topic2_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,lda_topic2_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005329685556904495,bm,0.022495045498769874,0.03600580944749332,0.6247615549811213,0.5321275664543852
alternative_ai | ret_future_4q | lda_topic2_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,lda_topic2_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005329685556904495,leverage,0.2320372884810576,0.06559847880850886,3.5372358124097194,0.0004043384778777044
alternative_ai | ret_future_4q | lda_topic2_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,lda_topic2_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005329685556904495,profitability,0.04596712261458008,0.07538214355288084,0.6097879477562744,0.5420022862825338
alternative_ai | ret_future_4q | lda_topic2_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,lda_topic2_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005329685556904495,investment,0.019179513151060344,0.015927567873695085,1.2041708629436108,0.22852354522151197
alternative_ai | ret_future_4q | lda_topic2_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,lda_topic2_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005329685556904495,momentum,-0.045818620168938624,0.008246883280954303,-5.555871061586874,2.7623072938302992e-08
alternative_ai | ret_future_4q | lda_topic8_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,lda_topic8_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005372639289118242,lda_topic8_share,-0.22239897521563654,0.1456573820746282,-1.5268637404295065,0.12679489763926144
alternative_ai | ret_future_4q | lda_topic8_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,lda_topic8_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005372639289118242,size,-0.02003194768203626,0.006574892369425422,-3.0467339321307922,0.002313423863680904
alternative_ai | ret_future_4q | lda_topic8_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,lda_topic8_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005372639289118242,bm,0.02223277685783406,0.036052219506986276,0.6166826109977985,0.5374440930381621
alternative_ai | ret_future_4q | lda_topic8_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,lda_topic8_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005372639289118242,leverage,0.2314274660011283,0.06543258004838672,3.5368843140525725,0.00040487696957460976
alternative_ai | ret_future_4q | lda_topic8_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,lda_topic8_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005372639289118242,profitability,0.04547010794737466,0.07543949360259009,0.6027361236928229,0.5466842462779875
alternative_ai | ret_future_4q | lda_topic8_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,lda_topic8_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005372639289118242,investment,0.019303266933794177,0.015932158581069587,1.2115914385091613,0.22566881345381296
alternative_ai | ret_future_4q | lda_topic8_share | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_4q,lda_topic8_share,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,26599,4133,8,ok_clustered,0.005372639289118242,momentum,-0.0457980489677263,0.008236936013815947,-5.560083129322419,2.6964618348013093e-08
