model,outcome,ai_var,controls,fixed_effects,clusters,n_obs,n_firms,n_quarters,status,r2,term,coef,se,t,p
1Q | bert_adoption_dummy | minimal_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_dummy,"size, bm, momentum",industry_fe + yq,gvkey,32891,4418,10,ok_clustered,0.0017160646988954031,bert_adoption_dummy,-0.015605566681654715,0.005949366156251573,-2.623063746926459,0.008714296601792808
1Q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03982420047138635,leverage,0.015126324679536833,0.05199520658516815,0.290917676320026,0.7711142819821605
1Q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03982420047138635,profitability,0.09211838574149982,0.026727514328866404,3.446575113870937,0.0005677407131308406
1Q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03982420047138635,investment,0.0447842556309553,0.02072936635720166,2.1604256907446016,0.030739730413981897
1Q | bert_adoption_log_count | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_log_count,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03982420047138635,momentum,-0.04911049427685665,0.013260136951778976,-3.7036189336089778,0.00021254546271970727
1Q | bert_adoption_per_1k_words | minimal_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",industry_fe + yq,gvkey,32891,4418,10,ok_clustered,0.0016869317628948055,bert_adoption_per_1k_words,-0.026434753556977234,0.012582114559575487,-2.100978609899823,0.03564284397027123
1Q | bert_adoption_per_1k_words | minimal_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",industry_fe + yq,gvkey,32891,4418,10,ok_clustered,0.0016869317628948055,size,-0.0009475752287126829,0.001058453922931826,-0.8952446660011248,0.3706563126653051
1Q | bert_adoption_per_1k_words | minimal_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",industry_fe + yq,gvkey,32891,4418,10,ok_clustered,0.0016869317628948055,bm,-0.010004566710955998,0.004055220763114726,-2.4670831245378886,0.013621873135734763
1Q | bert_adoption_per_1k_words | minimal_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",industry_fe + yq,gvkey,32891,4418,10,ok_clustered,0.0016869317628948055,momentum,-0.00785068392206493,0.0016485906347164009,-4.762057818808031,1.9162875655422848e-06
1Q | bert_adoption_per_1k_words | minimal_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",industry_fe + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.0016869317628948055,bert_adoption_per_1k_words,-0.026434753556977234,0.01322134541562242,-1.99939966213588,0.04556512846836601
1Q | bert_adoption_per_1k_words | minimal_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",industry_fe + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.0016869317628948055,size,-0.0009475752287126829,0.007835724265068048,-0.12093013953247547,0.9037463694582062
1Q | bert_adoption_per_1k_words | minimal_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",industry_fe + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.0016869317628948055,bm,-0.010004566710955998,0.006158939301759217,-1.6243976796618746,0.1042909619824055
1Q | bert_adoption_per_1k_words | minimal_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",industry_fe + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.0016869317628948055,momentum,-0.00785068392206493,0.0038176995476517663,-2.056391244013379,0.03974481960252307
1Q | bert_adoption_per_1k_words | minimal_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",gvkey + yq,gvkey,32891,4418,10,ok_clustered,0.03350218178650144,bert_adoption_per_1k_words,-0.055613009656875524,0.027981898348074002,-1.9874637869486569,0.0468710250830931
1Q | bert_adoption_per_1k_words | minimal_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",gvkey + yq,gvkey,32891,4418,10,ok_clustered,0.03350218178650144,size,-0.07638727518618733,0.01963150044114021,-3.8910563874225557,9.980873277142406e-05
1Q | bert_adoption_per_1k_words | minimal_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",gvkey + yq,gvkey,32891,4418,10,ok_clustered,0.03350218178650144,bm,-0.02507073591585762,0.009062355383047227,-2.7664701786863226,0.005666676743015828
1Q | bert_adoption_per_1k_words | minimal_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",gvkey + yq,gvkey,32891,4418,10,ok_clustered,0.03350218178650144,momentum,-0.04673184463983354,0.007437858069644478,-6.2829707426868495,3.321635926727635e-10
1Q | bert_adoption_per_1k_words | minimal_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",gvkey + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.03350218178650144,bert_adoption_per_1k_words,-0.055613009656875524,0.01547972519551817,-3.592635460542743,0.0003273503864904405
1Q | bert_adoption_per_1k_words | minimal_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",gvkey + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.03350218178650144,size,-0.07638727518618733,0.03042208391293174,-2.5109152747329326,0.012041859442711779
1Q | bert_adoption_per_1k_words | minimal_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",gvkey + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.03350218178650144,bm,-0.02507073591585762,0.014163333191388978,-1.7701155213308208,0.07670789841371359
1Q | bert_adoption_per_1k_words | minimal_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, momentum",gvkey + yq,gvkey + yq,32891,4418,10,ok_two_way_clustered,0.03350218178650144,momentum,-0.04673184463983354,0.012926143269609964,-3.615296818634414,0.00030000369232898594
1Q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007888051062711177,bert_adoption_per_1k_words,-0.025452208697786038,0.012537497521701682,-2.03008683780234,0.04234771319148956
1Q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007888051062711177,size,-0.004214499895629757,0.0011171986227742831,-3.7723819289752627,0.00016169648974480972
1Q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007888051062711177,bm,-0.01067012967709872,0.003957293916464553,-2.696319733215928,0.007011033428868201
1Q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007888051062711177,leverage,0.01737518662952547,0.010386684150580448,1.6728328673164168,0.09436020259611752
1Q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007888051062711177,profitability,0.06203093612839116,0.013039727717631566,4.757072959776339,1.9642019327679743e-06
1Q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007888051062711177,investment,0.02774260333239502,0.007877454005460815,3.521772810499848,0.0004286713433101661
1Q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey,32758,4403,10,ok_clustered,0.007888051062711177,momentum,-0.011501247058630575,0.0021651451712763844,-5.311998110431747,1.0842972815844915e-07
1Q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007888051062711177,bert_adoption_per_1k_words,-0.025452208697786038,0.01278448008151644,-1.99086771894497,0.046495431977895574
1Q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007888051062711177,size,-0.004214499895629757,0.006014629804913306,-0.7007081121080742,0.48348519248282074
1Q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007888051062711177,bm,-0.01067012967709872,0.007531197426853105,-1.416790594156182,0.15654416050084663
1Q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007888051062711177,leverage,0.01737518662952547,0.021500167196409174,0.8081419307486766,0.4190088817699217
1Q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007888051062711177,profitability,0.06203093612839116,0.03967719160164892,1.5633902911065223,0.11796082238445958
1Q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007888051062711177,investment,0.02774260333239502,0.01859181978415621,1.4921940753770122,0.13564827507687058
1Q | bert_adoption_per_1k_words | baseline_controls | industry_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",industry_fe + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.007888051062711177,momentum,-0.011501247058630575,0.004970167696466664,-2.3140561367389902,0.020664643043576757
1Q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03998208801067382,bert_adoption_per_1k_words,-0.05683686909548935,0.027942170738156774,-2.0340892491174665,0.04194259773055969
1Q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03998208801067382,size,-0.1598298679485403,0.02248685053081659,-7.107703576786135,1.179896270766023e-12
1Q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03998208801067382,bm,-0.023501653038729295,0.008942520624986164,-2.6280792658239642,0.008586850426449806
1Q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03998208801067382,leverage,0.015315149079700555,0.045581258383383526,0.3359966271857829,0.7368734098903073
1Q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03998208801067382,profitability,0.09229325811828491,0.01988892791500528,4.640434040120076,3.4767814094085372e-06
1Q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03998208801067382,investment,0.04477347626305824,0.009611664959970975,4.658243545683624,3.1891878082193008e-06
1Q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey,32758,4403,10,ok_clustered,0.03998208801067382,momentum,-0.04910961736061076,0.007859873519552044,-6.248143464197838,4.1536008112613836e-10
1Q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03998208801067382,bert_adoption_per_1k_words,-0.05683686909548935,0.014598932906176351,-3.8932207895443818,9.892204338355952e-05
1Q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03998208801067382,size,-0.1598298679485403,0.04258544660304747,-3.753157021889789,0.00017462139606301037
1Q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03998208801067382,bm,-0.023501653038729295,0.014355344370118843,-1.63713613778913,0.1016020271876167
1Q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03998208801067382,leverage,0.015315149079700555,0.051932228460772514,0.29490644891676454,0.7680653454043722
1Q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03998208801067382,profitability,0.09229325811828491,0.026790750216248518,3.4449672880869646,0.0005711285049703217
1Q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03998208801067382,investment,0.04477347626305824,0.020733177754630242,2.159508628775403,0.03081072863057646
1Q | bert_adoption_per_1k_words | baseline_controls | firm_quarter_FE | firm_quarter_two_way_cluster,ret_future_1q,bert_adoption_per_1k_words,"size, bm, leverage, profitability, investment, momentum",gvkey + yq,gvkey + yq,32758,4403,10,ok_two_way_clustered,0.03998208801067382,momentum,-0.04910961736061076,0.013264107814962551,-3.7024440728092354,0.00021353244141297933
