gvkey,year,quarter,n_rows
17454,2021,1,1
17454,2021,2,1
17454,2021,3,1
17454,2021,4,1
17454,2022,1,1
174541,2020,1,1
174541,2020,2,1
17458,2020,2,1
17458,2020,4,1
17458,2021,1,1
174637,2020,1,1
174637,2020,2,1
174637,2020,3,1
174637,2020,4,1
174637,2021,1,1
174637,2021,2,1
174637,2021,3,1
174637,2021,4,1
174637,2022,1,1
174637,2022,2,1
174647,2020,1,1
174647,2020,2,1
174647,2020,3,1
174647,2020,4,1
174647,2021,1,1
174647,2021,2,1
174647,2021,3,1
174647,2021,4,1
174700,2020,1,1
174700,2020,2,1
174700,2020,3,1
174700,2020,4,1
174700,2021,3,1
174700,2021,4,1
174700,2022,1,1
174729,2020,1,1
174729,2020,2,1
174729,2020,3,1
174729,2020,4,1
174729,2021,1,1
174729,2021,2,1
174729,2021,3,1
174729,2021,4,1
174729,2022,1,1
174729,2022,2,1
174744,2020,1,1
174744,2020,2,1
174744,2020,3,1
174744,2020,4,1
174744,2021,1,1
174744,2021,2,1
174744,2021,3,1
174744,2021,4,1
174744,2022,1,1
174744,2022,2,1
17485,2020,1,1
17485,2020,2,1
17485,2020,3,1
17485,2020,4,1
17485,2021,1,1
17485,2021,2,1
17485,2021,3,1
17485,2021,4,1
17485,2022,1,1
17494,2020,1,1
17494,2020,2,1
17494,2020,3,1
17494,2020,4,1
17494,2021,2,1
17494,2021,3,1
17494,2021,4,1
17498,2020,1,1
17498,2020,2,1
17498,2020,3,1
17498,2020,4,1
17498,2021,1,1
17498,2021,2,1
17498,2021,3,1
17498,2021,4,1
17498,2022,1,1
175004,2020,1,1
175004,2020,2,1
175004,2020,3,1
175004,2020,4,1
175004,2021,1,1
175004,2021,2,1
175004,2021,3,1
175006,2020,2,1
175007,2020,1,1
175007,2020,2,1
175007,2020,3,1
175007,2020,4,1
175007,2021,1,1
175007,2021,2,1
175007,2021,3,1
175007,2021,4,1
175007,2022,1,1
175007,2022,2,1
175008,2020,1,1
175008,2020,2,1
175008,2020,3,1
175008,2020,4,1
175008,2021,1,1
175008,2021,2,1
175008,2021,3,1
175008,2021,4,1
175008,2022,1,1
175008,2022,2,1
175055,2020,1,1
175055,2020,2,1
175055,2020,3,1
175055,2020,4,1
175055,2021,1,1
175055,2021,2,1
175055,2021,3,1
175055,2021,4,1
175055,2022,2,1
175077,2020,1,1
175077,2020,2,1
175077,2020,3,1
175077,2021,2,1
175077,2021,3,1
175077,2021,4,1
175077,2022,1,1
175077,2022,2,1
175078,2020,2,1
175078,2021,2,1
175079,2020,1,1
175079,2020,2,1
175079,2020,3,1
175079,2020,4,1
175110,2020,1,1
175110,2020,2,1
175110,2020,4,1
175110,2021,1,1
175110,2021,2,1
175110,2021,3,1
175110,2021,4,1
175110,2022,1,1
175110,2022,2,1
175161,2020,1,1
175161,2020,2,1
175161,2020,3,1
175188,2020,2,1
175188,2020,3,1
175188,2021,3,1
175188,2021,4,1
175188,2022,2,1
175230,2020,3,1
175230,2020,4,1
175230,2021,1,1
175230,2021,2,1
175230,2021,3,1
175230,2021,4,1
175230,2022,1,1
175233,2020,1,1
175236,2020,1,1
175236,2020,2,1
17525,2020,1,1
17525,2020,3,1
17525,2020,4,1
17525,2021,1,1
17525,2021,3,1
17525,2022,1,1
175263,2020,1,1
175263,2020,2,1
175263,2020,3,1
175263,2020,4,1
175263,2021,1,1
175263,2021,2,1
175263,2021,3,1
175263,2021,4,1
175263,2022,1,1
175264,2020,1,1
175264,2020,2,1
175264,2020,3,1
175264,2020,4,1
175264,2021,1,1
175264,2021,2,1
175264,2021,3,1
175264,2021,4,1
175264,2022,1,1
175264,2022,2,1
175269,2020,1,1
175269,2020,2,1
175269,2020,3,1
175269,2020,4,1
175269,2021,1,1
175269,2021,2,1
175269,2021,3,1
175269,2021,4,1
175269,2022,1,1
175275,2020,2,1
175299,2020,1,1
175299,2020,2,1
175299,2020,3,1
175299,2020,4,1
175299,2021,2,1
175299,2021,3,1
175299,2021,4,1
175299,2022,2,1
175307,2020,1,1
175307,2020,2,1
175307,2020,3,1
175307,2020,4,1
175307,2021,1,1
175307,2021,2,1
175307,2021,3,1
175307,2021,4,1
175307,2022,1,1
175307,2022,2,1
175315,2021,4,1
175315,2022,1,1
175319,2020,1,1
175319,2020,2,1
175319,2020,3,1
175319,2020,4,1
175319,2021,1,1
175319,2021,2,1
175319,2021,3,1
175319,2021,4,1
175319,2022,1,1
175319,2022,2,1
17535,2021,2,1
17539,2020,2,1
17539,2020,3,1
17539,2020,4,1
17539,2021,1,1
17539,2021,2,1
17539,2021,3,1
17539,2022,1,1
17539,2022,2,1
175404,2020,1,1
175404,2020,2,1
175404,2020,3,1
175404,2020,4,1
175404,2021,1,1
175404,2021,2,1
175404,2021,3,1
175404,2021,4,1
175404,2022,1,1
175404,2022,2,1
175407,2020,1,1
175407,2020,2,1
175407,2020,3,1
175407,2020,4,1
175407,2021,1,1
175408,2020,2,1
175408,2020,4,1
175421,2020,1,1
175421,2020,2,1
175421,2020,4,1
175421,2021,2,1
175421,2021,3,1
175421,2021,4,1
175421,2022,1,1
175421,2022,2,1
17544,2020,2,1
17544,2020,4,1
17544,2021,2,1
17544,2021,4,1
175442,2020,1,1
175442,2020,2,1
175442,2020,3,1
175442,2020,4,1
175442,2021,1,1
175442,2021,2,1
175442,2022,2,1
175457,2021,2,1
175457,2022,1,1
175457,2022,2,1
175490,2020,1,1
175490,2020,2,1
175490,2020,3,1
175490,2020,4,1
175490,2021,1,1
175490,2021,2,1
175490,2021,3,1
175490,2021,4,1
175490,2022,1,1
175503,2020,1,1
175503,2020,2,1
175503,2020,3,1
175503,2020,4,1
175503,2021,1,1
175503,2021,2,1
175503,2021,3,1
175503,2021,4,1
175503,2022,1,1
175505,2021,2,1
175505,2021,4,1
175523,2020,1,1
17553,2020,1,1
17553,2020,2,1
17553,2020,3,1
17553,2020,4,1
17553,2021,1,1
17553,2021,2,1
17553,2021,3,1
17553,2021,4,1
17553,2022,1,1
175533,2020,1,1
175533,2020,2,1
175533,2020,3,1
175533,2020,4,1
175533,2021,1,1
175533,2021,2,1
175533,2021,3,1
175533,2021,4,1
175533,2022,1,1
175533,2022,2,1
17555,2020,2,1
17555,2020,3,1
17555,2021,3,1
17555,2021,4,1
17556,2020,1,1
17556,2020,2,1
17556,2020,3,1
17556,2020,4,1
17556,2021,1,1
175560,2020,1,1
175560,2020,2,1
175560,2020,3,1
175560,2020,4,1
175560,2021,1,1
175560,2021,2,1
175560,2021,3,1
175560,2021,4,1
175560,2022,1,1
175606,2020,1,1
175606,2021,3,1
175606,2021,4,1
175606,2022,1,1
175607,2020,2,1
175607,2021,2,1
175607,2021,3,1
175607,2021,4,1
175607,2022,1,1
175607,2022,2,1
175616,2020,2,1
175616,2020,4,1
175616,2021,1,1
175616,2021,2,1
175616,2021,3,1
175616,2021,4,1
175616,2022,1,1
175616,2022,2,1
175631,2021,1,1
175648,2020,3,1
175654,2020,1,1
175654,2020,2,1
175654,2020,3,1
175654,2020,4,1
175654,2021,1,1
175654,2021,2,1
175654,2021,3,1
175654,2021,4,1
175654,2022,1,1
175654,2022,2,1
175657,2020,1,1
175657,2020,2,1
175657,2020,3,1
175657,2020,4,1
175657,2021,1,1
175657,2021,2,1
175657,2021,3,1
175657,2021,4,1
175657,2022,1,1
175674,2020,2,1
175674,2020,3,1
175674,2020,4,1
175674,2021,1,1
175674,2021,2,1
175674,2021,3,1
175674,2021,4,1
175674,2022,1,1
175674,2022,2,1
175686,2020,1,1
175686,2020,2,1
175686,2020,3,1
175686,2020,4,1
175686,2021,1,1
175686,2021,2,1
175686,2021,3,1
175686,2021,4,1
175686,2022,1,1
175689,2020,1,1
175689,2020,2,1
175689,2020,3,1
175689,2020,4,1
175689,2021,1,1
175689,2021,2,1
175689,2021,3,1
175689,2021,4,1
175689,2022,1,1
175689,2022,2,1
175728,2020,1,1
175728,2020,2,1
175728,2020,3,1
175728,2020,4,1
175728,2021,1,1
175728,2021,2,1
175728,2021,3,1
175728,2021,4,1
175728,2022,1,1
175728,2022,2,1
175874,2020,2,1
175886,2020,1,1
175886,2020,2,1
175886,2020,3,1
175886,2021,1,1
175886,2021,2,1
175886,2021,3,1
175886,2021,4,1
175886,2022,1,1
175886,2022,2,1
175889,2020,4,1
175889,2021,2,1
175893,2020,3,1
175894,2020,1,1
175894,2020,2,1
175894,2020,3,1
175894,2020,4,1
175894,2021,1,1
175894,2021,2,1
175894,2021,3,1
175894,2021,4,1
175894,2022,1,1
175900,2020,1,1
175900,2020,2,1
175900,2020,3,1
175900,2020,4,1
175900,2021,1,1
175900,2021,2,1
175900,2021,3,1
175900,2021,4,1
175900,2022,1,1
175900,2022,2,1
175908,2020,1,1
175908,2020,2,1
175908,2020,3,1
175908,2020,4,1
175908,2021,1,1
175908,2021,2,1
175908,2021,3,1
175908,2021,4,1
175908,2022,1,1
17594,2020,1,1
17594,2020,2,1
17594,2020,3,1
17594,2020,4,1
17594,2021,1,1
17594,2021,2,1
175955,2020,1,1
175955,2020,2,1
175955,2020,3,1
175955,2020,4,1
175955,2021,1,1
175955,2021,2,1
175955,2021,3,1
175955,2021,4,1
175955,2022,1,1
175955,2022,2,1
175966,2020,1,1
175966,2020,2,1
175966,2020,3,1
175966,2020,4,1
175966,2021,1,1
175966,2021,2,1
175966,2021,3,1
175966,2021,4,1
175966,2022,1,1
175982,2020,1,1
175982,2020,2,1
175982,2020,3,1
175982,2020,4,1
175982,2021,1,1
175982,2021,2,1
175982,2021,3,1
175982,2021,4,1
175982,2022,1,1
176016,2020,1,1
176016,2020,2,1
176016,2020,3,1
176016,2020,4,1
176016,2021,1,1
176016,2021,2,1
176016,2021,3,1
176016,2021,4,1
176016,2022,1,1
176016,2022,2,1
176017,2020,1,1
176017,2020,2,1
176017,2020,3,1
176017,2020,4,1
176017,2021,1,1
176017,2021,2,1
176017,2021,3,1
176017,2021,4,1
176017,2022,1,1
176021,2020,1,1
176021,2020,2,1
176021,2020,3,1
176021,2020,4,1
176021,2021,1,1
176021,2021,2,1
176021,2021,3,1
176021,2021,4,1
176021,2022,1,1
176022,2020,1,1
176022,2020,2,1
176022,2020,3,1
176022,2020,4,1
176022,2021,1,1
176022,2021,2,1
176022,2021,3,1
176022,2021,4,1
176022,2022,1,1
176022,2022,2,1
176035,2020,1,1
176035,2020,2,1
176035,2020,3,1
176035,2020,4,1
176035,2021,1,1
176035,2021,2,1
176035,2021,3,1
176035,2021,4,1
176035,2022,1,1
176035,2022,2,1
176064,2021,2,1
176074,2020,3,1
176074,2020,4,1
176074,2021,2,1
176081,2021,2,1
176092,2020,1,1
176092,2020,2,1
176092,2020,3,1
176092,2020,4,1
176092,2021,1,1
176092,2021,2,1
176092,2021,3,1
176092,2021,4,1
176092,2022,1,1
176103,2020,1,1
176103,2020,2,1
176103,2020,3,1
176103,2020,4,1
176103,2021,1,1
176103,2021,2,1
176103,2021,3,1
176103,2021,4,1
176103,2022,1,1
176103,2022,2,1
176122,2020,3,1
176123,2020,3,1
176125,2020,3,1
176125,2020,4,1
176125,2022,1,1
176152,2020,1,1
176152,2020,2,1
176152,2020,3,1
176152,2020,4,1
176152,2021,1,1
176152,2021,2,1
176152,2021,3,1
176152,2021,4,1
176152,2022,1,1
176152,2022,2,1
17616,2022,2,1
176169,2020,2,1
176169,2020,3,1
176169,2020,4,1
176169,2021,1,1
176169,2021,2,1
176169,2021,3,1
176169,2021,4,1
176169,2022,1,1
176178,2020,1,1
176178,2020,2,1
176178,2020,3,1
176178,2020,4,1
176178,2021,1,1
176178,2021,2,1
176178,2021,3,1
176178,2021,4,1
176198,2020,1,1
176198,2020,2,1
176198,2020,3,1
176198,2020,4,1
176198,2021,1,1
176198,2021,2,1
176198,2021,3,1
176198,2021,4,1
176198,2022,1,1
176229,2020,3,1
176229,2020,4,1
176229,2021,2,1
176234,2020,1,1
176234,2020,2,1
176234,2020,3,1
176234,2020,4,1
176234,2021,1,1
176234,2021,2,1
176234,2021,3,1
176234,2021,4,1
176234,2022,1,1
176234,2022,2,1
176247,2020,1,1
176247,2020,2,1
176247,2020,3,1
176247,2020,4,1
176247,2021,1,1
176247,2021,2,1
176247,2021,3,1
176247,2021,4,1
176247,2022,1,1
176247,2022,2,1
176249,2020,1,1
176249,2020,2,1
176249,2020,3,1
176249,2020,4,1
176249,2021,1,1
176249,2021,2,1
176249,2021,3,1
176249,2021,4,1
176249,2022,1,1
176251,2020,1,1
176251,2020,2,1
176251,2020,3,1
176251,2020,4,1
176251,2021,1,1
176251,2021,2,1
176251,2021,3,1
176251,2021,4,1
176251,2022,1,1
176251,2022,2,1
176256,2020,1,1
176256,2020,2,1
176256,2020,3,1
176256,2020,4,1
176256,2021,1,1
176256,2021,2,1
176256,2021,3,1
176259,2020,1,1
176259,2020,2,1
176259,2020,3,1
176259,2020,4,1
176259,2021,1,1
176259,2021,3,1
17626,2020,1,1
17626,2020,2,1
17626,2020,3,1
17626,2020,4,1
17626,2021,1,1
17626,2021,2,1
17626,2021,3,1
17626,2021,4,1
17626,2022,1,1
17626,2022,2,1
176260,2020,1,1
176260,2020,2,1
176260,2020,3,1
176260,2020,4,1
176260,2021,1,1
176260,2021,2,1
176260,2021,3,1
176260,2021,4,1
176260,2022,1,1
176260,2022,2,1
176304,2020,2,1
176304,2020,3,1
176304,2020,4,1
176304,2021,2,1
176304,2021,3,1
176326,2021,2,1
176326,2021,3,1
176335,2020,4,1
176335,2021,4,1
176336,2020,3,1
176337,2020,1,1
176343,2020,1,1
176343,2020,2,1
176343,2020,3,1
176343,2020,4,1
176343,2021,1,1
176343,2021,2,1
176343,2021,3,1
176343,2021,4,1
176343,2022,1,1
176343,2022,2,1
176346,2020,1,1
176346,2020,2,1
176346,2020,3,1
176346,2020,4,1
176346,2021,1,1
176346,2021,2,1
176346,2021,3,1
176346,2021,4,1
176346,2022,1,1
176346,2022,2,1
17636,2020,1,1
17636,2020,2,1
17636,2020,3,1
17636,2020,4,1
17636,2021,1,1
17636,2021,2,1
17636,2021,3,1
17636,2021,4,1
17636,2022,1,1
176362,2020,1,1
176362,2020,2,1
176362,2020,3,1
176362,2020,4,1
176362,2021,1,1
176362,2021,2,1
176362,2021,3,1
176362,2021,4,1
176362,2022,1,1
176378,2020,1,1
176378,2020,2,1
176378,2020,3,1
176378,2020,4,1
176378,2021,1,1
176378,2021,2,1
176378,2021,3,1
176378,2021,4,1
176378,2022,1,1
176382,2020,1,1
176382,2020,2,1
176382,2020,4,1
176382,2021,1,1
176382,2021,2,1
176382,2021,3,1
176382,2021,4,1
176382,2022,1,1
176382,2022,2,1
176383,2020,1,1
176383,2020,2,1
176383,2020,3,1
176383,2021,1,1
176383,2021,2,1
176383,2021,4,1
176383,2022,1,1
176383,2022,2,1
17639,2020,1,1
17639,2020,2,1
17639,2020,3,1
17639,2020,4,1
17639,2021,1,1
17639,2021,2,1
17639,2021,3,1
17639,2021,4,1
17639,2022,1,1
17639,2022,2,1
176421,2020,2,1
176421,2020,3,1
176421,2020,4,1
176421,2021,2,1
176421,2021,4,1
176421,2022,2,1
176471,2020,1,1
176471,2020,3,1
176471,2020,4,1
176471,2021,1,1
176471,2021,3,1
176471,2021,4,1
17651,2022,2,1
176523,2020,1,1
176523,2020,2,1
176523,2020,3,1
176523,2020,4,1
176523,2021,1,1
176523,2021,2,1
176523,2021,3,1
176523,2021,4,1
176523,2022,1,1
176529,2021,2,1
17653,2020,1,1
17653,2020,2,1
17653,2020,3,1
17653,2020,4,1
17653,2021,1,1
17653,2021,2,1
17653,2021,3,1
17653,2021,4,1
17653,2022,1,1
176537,2020,1,1
176537,2020,2,1
176537,2020,3,1
176537,2020,4,1
176537,2021,1,1
176537,2021,2,1
176537,2021,4,1
176537,2022,1,1
176566,2020,2,1
176567,2020,1,1
176567,2020,2,1
176567,2020,3,1
176567,2020,4,1
176567,2021,1,1
176567,2021,2,1
176567,2021,3,1
176567,2021,4,1
176567,2022,1,1
176567,2022,2,1
176572,2020,1,1
176572,2020,2,1
176572,2020,3,1
176572,2020,4,1
176572,2021,1,1
176572,2021,2,1
176572,2021,3,1
176572,2021,4,1
176572,2022,1,1
176572,2022,2,1
176591,2020,1,1
176591,2020,2,1
176591,2020,3,1
176591,2020,4,1
176591,2021,1,1
176591,2021,2,1
176591,2021,3,1
176591,2021,4,1
176591,2022,1,1
176591,2022,2,1
176593,2020,1,1
176593,2020,2,1
176593,2020,3,1
176593,2020,4,1
176593,2021,1,1
176593,2021,2,1
176593,2021,3,1
176593,2021,4,1
176593,2022,1,1
176593,2022,2,1
176636,2020,1,1
176636,2020,2,1
176636,2020,3,1
176636,2020,4,1
176636,2021,4,1
176636,2022,1,1
176636,2022,2,1
176639,2021,2,1
17665,2020,1,1
17665,2020,2,1
17665,2020,3,1
17665,2020,4,1
176652,2020,1,1
176652,2020,2,1
176652,2020,3,1
176652,2020,4,1
17667,2020,1,1
17667,2020,2,1
17667,2020,4,1
17667,2021,1,1
17667,2021,2,1
17667,2022,1,1
176670,2020,1,1
176670,2020,2,1
176670,2020,3,1
176670,2020,4,1
176670,2021,1,1
176670,2021,2,1
176670,2021,3,1
176670,2021,4,1
176670,2022,1,1
176670,2022,2,1
176682,2020,1,1
176682,2020,2,1
176682,2020,3,1
176682,2020,4,1
176682,2021,1,1
176682,2021,2,1
176682,2021,3,1
176682,2021,4,1
176701,2020,1,1
176701,2020,2,1
176701,2020,3,1
176701,2020,4,1
176701,2021,1,1
176701,2021,2,1
176701,2021,3,1
176701,2021,4,1
176701,2022,1,1
176701,2022,2,1
176703,2022,1,1
176725,2020,1,1
176725,2020,2,1
176725,2020,3,1
176725,2020,4,1
176725,2021,2,1
176725,2022,2,1
176755,2020,1,1
176755,2020,2,1
176755,2020,3,1
176755,2020,4,1
176755,2021,1,1
176755,2021,2,1
176755,2021,3,1
176755,2021,4,1
176755,2022,1,1
176755,2022,2,1
176760,2020,1,1
176760,2020,2,1
176760,2020,3,1
176760,2020,4,1
176760,2021,1,1
176760,2021,2,1
176766,2021,1,1
176768,2020,1,1
176768,2020,2,1
176768,2020,3,1
176768,2020,4,1
176768,2021,1,1
176768,2021,2,1
176768,2021,3,1
176768,2021,4,1
176768,2022,1,1
176782,2020,1,1
176782,2020,2,1
176782,2020,3,1
176782,2020,4,1
176782,2021,2,1
176840,2020,1,1
176840,2020,2,1
176840,2020,3,1
176840,2020,4,1
176840,2021,1,1
176840,2021,2,1
176840,2021,3,1
176840,2021,4,1
176840,2022,1,1
176867,2020,1,1
176867,2020,2,1
176867,2020,3,1
176867,2020,4,1
176867,2021,1,1
176867,2021,2,1
176867,2021,3,1
176867,2021,4,1
176867,2022,1,1
17687,2020,1,1
17687,2020,2,1
17687,2020,3,1
17687,2020,4,1
17687,2021,1,1
17687,2021,2,1
17687,2021,3,1
17687,2021,4,1
17687,2022,1,1
176874,2020,1,1
176874,2020,2,1
176874,2020,3,1
176874,2020,4,1
176874,2021,1,1
176874,2021,2,1
176874,2021,3,1
176874,2021,4,1
176874,2022,1,1
176899,2020,1,1
176899,2020,2,1
176899,2020,3,1
176899,2020,4,1
176899,2021,1,1
176899,2021,2,1
176899,2021,3,1
176899,2021,4,1
176899,2022,1,1
176899,2022,2,1
176901,2020,2,1
176901,2020,3,1
176901,2020,4,1
176901,2021,2,1
176901,2021,3,1
176901,2021,4,1
176901,2022,1,1
176914,2020,2,1
176928,2020,1,1
176928,2020,2,1
176928,2020,3,1
176928,2020,4,1
176928,2021,1,1
176928,2021,2,1
176928,2021,3,1
176928,2021,4,1
176928,2022,1,1
176928,2022,2,1
17696,2020,1,1
17696,2020,2,1
17696,2020,3,1
17696,2020,4,1
17696,2021,1,1
17696,2021,2,1
17696,2021,3,1
17696,2021,4,1
17696,2022,1,1
176962,2020,1,1
176962,2020,2,1
176962,2020,3,1
176962,2020,4,1
176962,2021,1,1
176962,2021,2,1
176962,2021,3,1
176962,2021,4,1
176962,2022,1,1
176962,2022,2,1
17697,2020,1,1
17697,2020,2,1
17697,2020,3,1
17697,2020,4,1
17697,2021,1,1
17697,2021,2,1
17697,2021,3,1
17697,2021,4,1
17697,2022,1,1
176973,2020,1,1
176973,2020,2,1
176973,2020,3,1
176973,2020,4,1
176973,2021,1,1
176973,2021,2,1
176973,2021,3,1
176973,2021,4,1
176973,2022,1,1
176973,2022,2,1
176984,2020,1,1
176984,2020,2,1
176984,2020,3,1
176984,2020,4,1
176984,2021,1,1
176984,2021,2,1
176984,2021,3,1
176984,2021,4,1
176984,2022,1,1
176992,2020,1,1
176992,2020,2,1
176992,2020,3,1
176992,2020,4,1
176992,2021,1,1
176992,2021,2,1
176992,2021,3,1
176992,2021,4,1
176992,2022,1,1
176992,2022,2,1
176999,2020,1,1
176999,2020,2,1
176999,2020,4,1
176999,2021,2,1
176999,2021,4,1
176999,2022,1,1
177009,2020,1,1
177009,2020,2,1
177009,2020,3,1
177009,2020,4,1
177009,2021,1,1
177009,2021,2,1
177009,2021,3,1
177009,2021,4,1
177009,2022,1,1
177009,2022,2,1
177012,2020,1,1
177012,2020,2,1
177012,2020,3,1
177012,2020,4,1
177012,2021,1,1
177012,2021,3,1
177012,2021,4,1
177012,2022,1,1
177021,2020,2,1
177024,2020,1,1
177058,2021,2,1
177058,2021,4,1
177058,2022,1,1
177067,2020,1,1
177067,2020,2,1
177067,2020,3,1
177067,2020,4,1
177067,2021,1,1
177067,2021,2,1
177067,2021,3,1
177067,2021,4,1
177067,2022,1,1
177067,2022,2,1
177088,2020,1,1
177088,2020,2,1
177088,2020,3,1
177088,2020,4,1
177088,2021,1,1
177088,2021,2,1
177088,2021,3,1
177088,2021,4,1
177088,2022,1,1
177088,2022,2,1
177091,2020,1,1
177091,2020,2,1
177091,2020,3,1
177091,2020,4,1
177091,2021,1,1
177091,2021,2,1
177091,2021,3,1
177091,2021,4,1
177091,2022,1,1
177108,2020,1,1
177108,2020,2,1
177108,2020,3,1
177108,2020,4,1
177108,2021,1,1
177108,2021,2,1
177108,2021,3,1
177108,2021,4,1
177108,2022,1,1
177108,2022,2,1
177109,2020,1,1
177109,2020,2,1
177109,2020,3,1
177109,2020,4,1
177109,2021,1,1
177109,2021,2,1
177111,2020,1,1
177111,2020,2,1
177111,2020,3,1
177111,2020,4,1
177111,2021,1,1
177111,2021,2,1
177111,2021,3,1
177111,2021,4,1
177111,2022,1,1
177179,2020,1,1
177179,2020,2,1
177182,2020,1,1
177182,2020,2,1
177182,2020,3,1
177182,2020,4,1
177182,2021,1,1
177182,2021,2,1
177182,2021,3,1
177182,2021,4,1
177182,2022,1,1
177184,2020,1,1
177184,2020,2,1
177184,2020,3,1
177184,2020,4,1
177184,2021,2,1
177184,2021,3,1
177184,2021,4,1
177184,2022,1,1
17720,2020,2,1
17720,2020,3,1
17720,2020,4,1
17720,2021,3,1
177216,2020,1,1
177216,2020,2,1
177216,2021,2,1
177216,2021,3,1
177227,2020,1,1
177227,2020,2,1
177227,2020,3,1
177227,2020,4,1
177227,2021,1,1
177227,2021,2,1
177227,2021,3,1
177227,2021,4,1
177227,2022,1,1
177227,2022,2,1
177228,2020,1,1
177228,2020,2,1
177228,2020,3,1
177228,2020,4,1
177228,2021,1,1
177228,2021,2,1
177228,2021,3,1
177228,2021,4,1
177228,2022,1,1
177236,2020,1,1
177236,2020,2,1
177236,2020,3,1
177236,2020,4,1
177236,2021,1,1
177236,2021,2,1
177236,2021,3,1
177236,2021,4,1
177236,2022,1,1
17724,2020,1,1
17724,2020,2,1
17724,2020,3,1
17724,2020,4,1
17724,2021,1,1
17724,2021,2,1
17724,2021,3,1
17724,2021,4,1
17724,2022,1,1
17724,2022,2,1
177246,2020,2,1
177246,2020,3,1
177246,2020,4,1
177247,2020,2,1
177256,2021,4,1
177257,2020,1,1
177257,2020,2,1
177257,2020,3,1
177257,2020,4,1
177257,2021,1,1
177257,2021,2,1
177257,2021,3,1
177257,2021,4,1
177257,2022,1,1
177257,2022,2,1
177267,2020,1,1
177267,2020,2,1
177267,2020,3,1
177267,2020,4,1
177267,2021,1,1
177267,2021,2,1
177267,2021,3,1
177267,2021,4,1
177267,2022,1,1
177267,2022,2,1
17727,2020,1,1
17727,2020,2,1
17727,2020,3,1
17727,2020,4,1
17727,2021,1,1
17727,2021,2,1
17727,2021,3,1
17727,2021,4,1
17727,2022,1,1
17727,2022,2,1
177287,2020,1,1
177287,2020,2,1
177287,2020,3,1
177287,2020,4,1
177287,2021,1,1
177287,2021,2,1
177287,2021,3,1
177287,2021,4,1
177287,2022,1,1
177287,2022,2,1
1773,2020,1,1
1773,2020,2,1
1773,2020,3,1
1773,2020,4,1
1773,2021,1,1
1773,2021,2,1
1773,2021,3,1
1773,2021,4,1
1773,2022,1,1
1773,2022,2,1
177315,2020,1,1
177315,2020,2,1
177315,2020,3,1
177315,2020,4,1
177315,2021,1,1
177315,2021,2,1
177315,2021,3,1
177315,2021,4,1
177315,2022,1,1
177315,2022,2,1
177367,2020,1,1
177367,2020,2,1
177367,2020,3,1
177367,2020,4,1
177367,2021,1,1
177367,2021,2,1
177367,2021,3,1
177367,2021,4,1
177367,2022,1,1
177376,2020,1,1
177376,2020,2,1
177376,2020,3,1
177376,2020,4,1
177376,2021,1,1
177376,2021,2,1
177376,2021,3,1
177376,2021,4,1
177376,2022,1,1
177376,2022,2,1
177405,2020,3,1
177405,2020,4,1
177405,2021,1,1
177405,2021,2,1
177405,2021,3,1
177405,2021,4,1
177405,2022,1,1
177426,2020,3,1
177426,2021,4,1
177426,2022,2,1
177466,2020,1,1
177466,2020,2,1
177466,2020,3,1
177466,2020,4,1
177466,2021,1,1
177466,2021,2,1
177466,2021,3,1
177466,2021,4,1
177466,2022,1,1
177466,2022,2,1
177516,2020,2,1
177516,2020,4,1
177522,2020,1,1
177522,2020,2,1
177522,2020,3,1
177522,2021,2,1
177522,2021,3,1
177522,2021,4,1
177522,2022,1,1
177528,2020,1,1
177528,2020,2,1
177528,2020,3,1
177528,2020,4,1
177528,2021,1,1
177528,2021,2,1
177528,2021,3,1
177528,2021,4,1
177528,2022,1,1
17754,2020,1,1
17754,2020,2,1
17754,2020,3,1
17754,2020,4,1
17754,2021,1,1
17754,2021,2,1
17754,2021,3,1
17754,2021,4,1
17754,2022,1,1
17754,2022,2,1
177565,2020,1,1
177565,2020,2,1
177565,2020,3,1
177565,2020,4,1
177565,2021,1,1
177618,2021,2,1
177637,2020,1,1
177637,2020,2,1
177637,2020,3,1
177637,2020,4,1
177637,2021,1,1
177637,2021,2,1
177637,2021,3,1
177637,2021,4,1
177637,2022,1,1
177640,2020,1,1
177640,2020,2,1
177640,2020,3,1
177640,2020,4,1
177640,2021,1,1
177640,2021,2,1
177640,2021,3,1
177640,2021,4,1
177640,2022,1,1
177640,2022,2,1
17769,2020,1,1
17769,2020,2,1
17769,2020,3,1
17769,2020,4,1
17769,2021,1,1
17769,2021,2,1
17769,2021,3,1
17769,2021,4,1
17769,2022,1,1
17769,2022,2,1
177701,2020,1,1
177701,2020,2,1
177701,2020,3,1
177701,2020,4,1
177701,2021,1,1
177701,2021,2,1
177701,2021,3,1
177701,2021,4,1
177701,2022,1,1
177744,2020,1,1
177744,2020,2,1
177744,2020,3,1
177744,2020,4,1
177744,2021,1,1
177744,2021,2,1
177744,2021,3,1
177744,2021,4,1
177744,2022,1,1
177744,2022,2,1
177755,2021,2,1
177764,2020,1,1
177764,2020,2,1
177764,2020,3,1
177764,2020,4,1
177764,2021,1,1
177764,2021,2,1
177764,2021,3,1
177764,2021,4,1
177764,2022,1,1
177779,2020,1,1
177779,2020,2,1
177779,2020,3,1
177779,2020,4,1
177779,2021,1,1
177779,2021,2,1
177779,2021,3,1
177779,2021,4,1
177779,2022,1,1
177780,2020,1,1
