gvkey,date,year,quarter,transcriptid,sentence,label,semantic_score,source_method
063759,2021-09-08,2021,3,2392526.0,"We have largely developed our knowledge and skills on cloud, artificial intelligence, big data and analytics, robotic process automation and e-business supported by technologies like blockchain.",adoption,0.41039878,bert_classifier_chatgpt_annotations
063759,2021-09-08,2021,3,2392526.0,"In terms of automation, we have built a specialized team, which has partnered with all parts of the organization to identify processes to be automated through a portfolio of solutions from robotic process automation for very repetitive tasks to business process automation for more complex processes.",adoption,0.64481246,bert_classifier_chatgpt_annotations
063759,2021-09-08,2021,3,2392526.0,"We have also introduced artificial intelligence, mainly for the automatic reading and interpretation of the documents we receive.",adoption,0.32429305,bert_classifier_chatgpt_annotations
063759,2021-09-08,2021,3,2392526.0,And centrally received P&C claims e-mails are now automatically read by AI to route to the right person.,adoption,0.2667573,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,"All those things, we have the ability to now add artificial intelligence into our work stream.",irrelevant,0.3631316,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,We're now adding artificial intelligence on top of that.,irrelevant,0.29733017,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,"But more importantly, we're reinvesting it back into things like artificial intelligence.",irrelevant,0.2045043,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,"You're seeing in your personal life, and you hear me talk about this when we talk about CareAR, you're now seeing the reality of augmented reality and virtual reality as well as the adoption and the acceptance of artificial intelligence.",innovation,0.19907269,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,You're going to hear us talk about what we do with IoT data and AI.,irrelevant,0.28891236,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,But we have several clients that we are using our robotic process automation solution as part of our IT services offering.,adoption,0.5651374,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,"And this year, we've started RPA, which really resonates with our clients.",adoption,0.16400795,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,"Automation, machine learning, artificial intelligence, proprietary models have given us best-in-class credit adjudication and credit approval rates of over 90%, while loss rates are less than 0.5%.",risk,0.28994575,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,"AI and machine learning, drive high approval rates with net loss rates that are less than 0.5%, highly competitive.",risk,0.34493002,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,"We're seeing the great next generation of technology, augmented reality, virtual reality and AI are going to be the drivers of GDP over the next 5 years.",hype,0.2350036,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,And so we're going to see augmented and virtual reality and AI drives significantly GDP and company growth over the next couple of years.,innovation,0.1780887,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,How do you bring all of that using analytics and AI.,irrelevant,0.39252043,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,"Extremely comfortable with AI, extremely comfortable with mobility.",irrelevant,0.32037258,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,"So just think about we've got artificial intelligence that looks at what is the problem that we're seeing based on IoT data, and we serve up the most 5 common ways of solving that problem in digital content, right?",adoption,0.22870149,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,And one of the things that we're trying to do is we're now trying to make this flywheel effect around how do we go from Instruct to AI in terms of being able to give an insight all the way back to Assist.,irrelevant,0.31821477,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,"What Eloque does in Australia today is that we've deployed what we call fiber optic sensing technologies, coupled with very advanced AI.",adoption,0.2728938,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,"The Novity technology that we've launched is a series of sensors, but more importantly, uses very sophisticated, what we call hybrid, AI technology, which is a combination, what we call physics-based, what we call, simulation models of architectures for various industries.",adoption,0.28461233,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,"It really was like just -- the same way we speak about FITTLE, while we're using technologies like AI that will bring forward into CareAR to help us with solutions, but it's really its own business now, and you'll be hearing about it on its own stand-alone business, just simply.",adoption,0.26729238,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,"And so when you think about insight, we took all the great AI technology out of PARC, and we've now brought that as part of the CareAR portfolio.",irrelevant,0.289117,bert_classifier_chatgpt_annotations
020359,2022-02-23,2022,1,2504609.0,"You're making this a lot easier for us and you're end-to-end and you're combining your technology, your AI in this.",adoption,0.36704928,bert_classifier_chatgpt_annotations
033232,2021-04-12,2021,2,2250013.0,It surfaces insights based on AI and ML like the collect AI application we released last month.,adoption,0.41310588,bert_classifier_chatgpt_annotations
033232,2021-04-12,2021,2,2250013.0,"We recently launched an AI version of Collect, powered by the Zuora Central Platform, which has already helped customers increase collection success rates by as much as 20%.",adoption,0.26604173,bert_classifier_chatgpt_annotations
033232,2021-04-12,2021,2,2250013.0,"And if you're below the benchmark, we might have operational recommendations, but we also have an upsell we can make to collect AI to get you on par with your peers.",irrelevant,0.30624807,bert_classifier_chatgpt_annotations
033232,2021-04-12,2021,2,2250013.0,"So I have responsibility for everything that we do around customer strategy, kind of process experience, design, mobile, commerce, marketing experience platform, Salesforce, customer analytics and AI and then soon to be all of our BPO services in this space.",adoption,0.19777817,bert_classifier_chatgpt_annotations
033232,2021-04-12,2021,2,2250013.0,"If you look at our strategy today, IBM strategy is grounded around hypercloud and AI.",hype,0.25658867,bert_classifier_chatgpt_annotations
033232,2021-04-12,2021,2,2250013.0,"Secondly, through how they transform the workflows within their enterprise and put intelligence into them, powered with AI and automation.",adoption,0.5152567,bert_classifier_chatgpt_annotations
033232,2021-04-12,2021,2,2250013.0,"And in a couple of these cases, we're also providing the connected service, cloud infrastructure and AI solutions as well as the kind of monetization and billing solutions with yourselves.",adoption,0.200331,bert_classifier_chatgpt_annotations
033232,2021-04-12,2021,2,2250013.0,I mean we're pulling in some AI capability from Google for that.,irrelevant,0.30210382,bert_classifier_chatgpt_annotations
145552,2020-06-12,2020,2,2106234.0,Underlying these focus areas is a platform that has all the artificial intelligence and robotics necessary to change the health care landscape.,hype,0.2847951,bert_classifier_chatgpt_annotations
221486,2021-06-07,2021,2,2311846.0,"And this fall, for example, we will introduce one of the first artificial intelligence-based auto contouring applications on this platform.",adoption,0.37181887,bert_classifier_chatgpt_annotations
221486,2021-06-07,2021,2,2311846.0,But one point to take out there as well that we specifically will focus on artificial intelligence and really are going to and are in the process of doubling our efforts there.,innovation,0.27564606,bert_classifier_chatgpt_annotations
221486,2021-06-07,2021,2,2311846.0,My final part is about AI and the allocated investments we are doing.,irrelevant,0.2558027,bert_classifier_chatgpt_annotations
221486,2021-06-07,2021,2,2311846.0,"And AI is really enabling a number of things in our field, whether it's helping to enable adaptive radiotherapy, smarter resource management, automation of nonclinical tasks or clinical operational insight, we see a lot of opportunities moving forward.",irrelevant,0.3919121,bert_classifier_chatgpt_annotations
221486,2021-06-07,2021,2,2311846.0,"We also announced this week a close collaboration with the NKI, the [ Amsterdam Free University ] and Elekta and the Dutch government called POP-ART, Partnership for Online Personalized AI-enabled Adaptive Radiation Therapy.",adoption,0.23084396,bert_classifier_chatgpt_annotations
221486,2021-06-07,2021,2,2311846.0,It's just one of the example of how we are accelerating our efforts in AI.,irrelevant,0.30836773,bert_classifier_chatgpt_annotations
221486,2021-06-07,2021,2,2311846.0,"A lot of investment also happening on the infrastructure side, working with partners on the technology, but also to access specific end-to-end data set to really apply AI to it.",hype,0.34611666,bert_classifier_chatgpt_annotations
221486,2021-06-07,2021,2,2311846.0,"For the Gamma Knife, it's about efficiency and also bringing in AI and automation to it.",irrelevant,0.33942384,bert_classifier_chatgpt_annotations
221486,2021-06-07,2021,2,2311846.0,"So we're using AI, artificial intelligence.",irrelevant,0.30649728,bert_classifier_chatgpt_annotations
035620,2021-10-27,2021,4,2414836.0,We can use AI to help that decision-making process.,irrelevant,0.41962102,bert_classifier_chatgpt_annotations
035620,2021-10-27,2021,4,2414836.0,"For our customers, it's data science and machine learning helping them identify what might have been dramatic production incidents.",risk,0.28679866,bert_classifier_chatgpt_annotations
035620,2021-10-27,2021,4,2414836.0,Now I also wanted to spend a bit of time here talking about AI and machine learning.,irrelevant,0.32874325,bert_classifier_chatgpt_annotations
035620,2021-10-27,2021,4,2414836.0,"Watchdog is this Datadog AI engine, and we have been developing for years.",adoption,0.35707924,bert_classifier_chatgpt_annotations
035620,2021-10-27,2021,4,2414836.0,"It also allows us to, I think, continue to exercise the AI and machine learning muscle that we've been building over the years.",innovation,0.24899048,bert_classifier_chatgpt_annotations
035620,2021-10-27,2021,4,2414836.0,"As you think about helping customers preemptively identify problems, do you plan to add AI to recommend what should be fixed?",adoption,0.33358443,bert_classifier_chatgpt_annotations
035620,2021-10-27,2021,4,2414836.0,We're adding AI everywhere.,irrelevant,0.36792958,bert_classifier_chatgpt_annotations
037414,2021-12-15,2021,4,2462039.0,Predictive models are developed with virtual patients and then validated using clinical trial data collected from a small number of real patients.,adoption,0.26502797,bert_classifier_chatgpt_annotations
037414,2021-12-15,2021,4,2462039.0,"So Certara offered up our Synchrogenix portfolio of software to help automate, simplify, reduce errors and leveraging state-of-the-art machine learning and artificial intelligence that have been inserted into a set of applications that are very easy to use like the Synchrogenix Writer that you see here and where you can easily, for example, create consistent patient narratives that helps reduce errors by leveraging templated models.",adoption,0.30019325,bert_classifier_chatgpt_annotations
006774,2021-08-05,2021,3,2371702.0,"And certainly, there will be elements of artificial intelligence that will be required because you're talking about potentially large numbers of very rapidly moving threats not moving in a predictable trajectory because they would be maneuverable.",risk,0.23368408,bert_classifier_chatgpt_annotations
006774,2021-08-05,2021,3,2371702.0,"And so again, you want to have that artificial intelligence augmentation there to help very quickly identify, track and anticipate where these threats are going to be heading.",risk,0.31756523,bert_classifier_chatgpt_annotations
006774,2021-08-05,2021,3,2371702.0,"Now we can only do this if we join in the industry leaders in the commercial space is my view in areas, again, like semiconductor design, manufacturing, distributed cloud computing, 5G, artificial intelligence because we can help bring the benefits of their massive commercial investments to bolster our national defense and again, make Lockheed Martin a pathfinder platforms and systems that the customers are going to need to have to launch this effort.",innovation,0.32422566,bert_classifier_chatgpt_annotations
006774,2021-08-05,2021,3,2371702.0,"And sort of in the stealth investment category, we do have a venture investment fund that's been very successful in identifying key and emerging players in areas of critical technology for us like artificial intelligence or LiDAR and sensing.",irrelevant,0.2223557,bert_classifier_chatgpt_annotations
006774,2021-08-05,2021,3,2371702.0,"And you do that because you can combine AI, 5G, distributed computing and all the other kinds of notions that we've been talking about to take out cost assets and inventory of that system.",irrelevant,0.2456714,bert_classifier_chatgpt_annotations
137310,2020-10-08,2020,4,2108746.0,"And then purpose-built functions like AI engines, packet processing engines, accelerators and graphics are all important in the anatomy of what a modern SoC or building a modern SoC.",hype,0.23222367,bert_classifier_chatgpt_annotations
137310,2020-10-08,2020,4,2108746.0,"Now you think performance, AI, data analytics, 5G, it's all about speed and low latency, getting the data in and out as fast as possible.",irrelevant,0.26907527,bert_classifier_chatgpt_annotations
137310,2020-10-08,2020,4,2108746.0,This is very similar to transition in AI where CPUs were not efficient to process the AI specific compute.,irrelevant,0.2826208,bert_classifier_chatgpt_annotations
137310,2020-10-08,2020,4,2108746.0,"And as a result of that, GPUs or AI-specific hardwares were deployed.",hype,0.31915942,bert_classifier_chatgpt_annotations
137310,2020-10-08,2020,4,2108746.0,"They have already implemented their own AI accelerators, compute engines as well as even DPUs.",hype,0.32973927,bert_classifier_chatgpt_annotations
184905,2021-01-27,2021,1,2186815.0,"For those of you who are familiar with AI-driven contact center solutions, particularly in property management, you might know that most of the vendors only cover the leasing aspect of the business.",adoption,0.23750547,bert_classifier_chatgpt_annotations
008213,2021-05-26,2021,2,2300910.0,We will use artificial intelligence to ensure that past demand and future trends are assessed together.,innovation,0.2852004,bert_classifier_chatgpt_annotations
004818,2021-01-28,2021,1,2252084.0,We are collaborating with proven technology providers and use sophisticated artificial intelligence and analytics solutions as components of our digitalization strategy.,adoption,0.47517124,bert_classifier_chatgpt_annotations
004818,2021-01-28,2021,1,2252084.0,"As a result of our do-it-right-now approach, we have extensive experience developing digital twins and using artificial intelligence to improve project layouts and construction sequencing.",adoption,0.28145638,bert_classifier_chatgpt_annotations
019753,2021-09-15,2021,3,2397714.0,nToggle was a machine learning-based traffic shaping platform that's now deeply embedded into the Magnite infrastructure.,adoption,0.2367825,bert_classifier_chatgpt_annotations
019753,2021-09-15,2021,3,2397714.0,Machine learning-based traffic shaping also provides our DSP partners with optimized traffic based on their particular demand needs.,adoption,0.3304872,bert_classifier_chatgpt_annotations
019753,2021-09-15,2021,3,2397714.0,Our buyer-facing capabilities to deliver better outcomes as a result of our direct supply integrations and machine learning platform.,adoption,0.2762635,bert_classifier_chatgpt_annotations
019753,2021-09-15,2021,3,2397714.0,"And we're investing in bringing our world-class machine learning capabilities, hard-core speed enhancements and infrastructure tuning to give our exchange advantages in header auctions.",risk,0.30548882,bert_classifier_chatgpt_annotations
019753,2021-09-15,2021,3,2397714.0,"Our work here is part heavy machine learning to create segments, part missing data from our other data sets along with modeling and part helping the industry standardize on a common taxonomy.",adoption,0.35705668,bert_classifier_chatgpt_annotations
019753,2021-09-15,2021,3,2397714.0,We have a great deal invested in our machine learning capability.,risk,0.40457562,bert_classifier_chatgpt_annotations
019753,2021-09-15,2021,3,2397714.0,We have this telemetry cost all of our inventory that our real-time machine learning layer can leverage.,adoption,0.32844415,bert_classifier_chatgpt_annotations
019753,2021-09-15,2021,3,2397714.0,"We want to give -- we want to be the trusted tool for our publishers to help drive and know that the machine learning and intelligence we have are driving revenue insights for them just-in-time monetization and really helping them understand the true programmatic potential that they have because that's a really important one of -- you have reserve and you have guaranteed deals and direct deals, but sometimes being able to understand how programmatic could play in [indiscernible] publisher fulfill at all.",adoption,0.20723814,bert_classifier_chatgpt_annotations
019753,2021-09-15,2021,3,2397714.0,"Think about the scale that we have, 8 trillion across the month and grow, machine learning, data science wins at this scale.",irrelevant,0.3253224,bert_classifier_chatgpt_annotations
253350,2020-08-31,2020,3,2087462.0,"Artificial intelligence will run our future processing plants, monitor our machines for possible faults and optimize the ventilation circuits.",irrelevant,0.40112585,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,"All those things, we have the ability to now add artificial intelligence into our work stream.",irrelevant,0.3631316,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,We're now adding artificial intelligence on top of that.,irrelevant,0.29733017,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,"But more importantly, we're reinvesting it back into things like artificial intelligence.",irrelevant,0.2045043,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,"You're seeing in your personal life, and you hear me talk about this when we talk about care AR, you're now seeing the reality of augmented reality and virtual reality as well as the adoption and the acceptance of artificial intelligence.",innovation,0.18767907,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,You're going to hear us talk about what we do with IoT data and AI.,irrelevant,0.28891236,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,But we have several clients that we are using our robotic process automation solution as part of our IT services offering.,adoption,0.5651374,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,"And this year, we've started RPA, which really resonates with our clients.",adoption,0.16400795,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,"Automation, machine learning, artificial intelligence, proprietary models have given us best-in-class credit adjudication and credit approval rates of over 90%, while loss rates are less than 0.5%.",risk,0.28994575,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,"AI and machine learning, drive high approval rates with net loss races that are less than 0.5%, highly competitive.",risk,0.30392453,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,"We're seeing the great next generation of technology augmented reality, virtual reality and AI are going to be the drivers of GDP over the next 5 years.",innovation,0.2215871,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,And so we're going to see augmented and virtual reality and AI drives significantly GDP and company growth over the next couple of years.,innovation,0.1780887,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,How do you bring all of that using analytics and AI.,irrelevant,0.39252043,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,"Extremely comfortable with AI, extremely comfortable with mobility.",irrelevant,0.32037258,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,"So just think about we've got artificial intelligence that looks at what is the problem that we're seeing based on IoT data, and we serve up the most 5 common ways of solving that problem in digital content, right?",adoption,0.22870149,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,And one of the things that we're trying to do is we're now trying to make this flywheel effect around how do we go from instruct to AI in terms of being able to give an insight all the way back to assist.,irrelevant,0.31821477,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,"What Eloque does in Australia today is that we've deployed what we call fiber optic sensing technologies, coupled with very advanced AI and what it's able to do is actually provide you tremendous telemetry on the health of these bridges.",adoption,0.21584488,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,"The Novity technology that we've launched is a series of sensors, but more importantly, uses very sophisticated, what we call hybrid, AI technology, which is a combination, what we call physics-based, what we call, simulation models of architectures for various industries.",adoption,0.28461233,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,"It really was like just the same way we speak about FITTLE while we're using technologies like AI that will bring forward into CareAR to help us with solutions, but it's really its own business now, and you'll be hearing about it on its own stand-alone business, just simple.",adoption,0.2549064,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,"And so when you think about insight, we took all the great AI technology out of PARC, and we've now brought that as part of the CareAR portfolio.",irrelevant,0.289117,bert_classifier_chatgpt_annotations
011636,2022-02-23,2022,1,2504335.0,"You're making this a lot easier for us and your end-to-end and you're combining your technology, your AI and this it's worth pilots.",irrelevant,0.3312239,bert_classifier_chatgpt_annotations
101204,2020-06-23,2020,2,2050344.0,"So we invest heavily in structure biology, in artificial intelligence, in collaboration with DNA-encoded library.",hype,0.17642573,bert_classifier_chatgpt_annotations
101204,2020-06-23,2020,2,2050344.0,"We are also using artificial intelligence for candidate and indication selection, and I know many of you are already aware of the efficiency opportunities that digital brings across the entire R&D process.",adoption,0.37074277,bert_classifier_chatgpt_annotations
101204,2020-06-23,2020,2,2050344.0,"And while it starts to be applauded in many aspects, I think it left us a little under-resourced in terms of delivering our own master data management, architecture, accessibility and the requisite tools of machine learning, AI, automation to do something both from a targeting perspective that John may have mentioned, but also for us to be able to establish insights and take directive action.",hype,0.395478,bert_classifier_chatgpt_annotations
101204,2020-06-23,2020,2,2050344.0,We can apply natural language processing.,adoption,0.4462477,bert_classifier_chatgpt_annotations
101204,2020-06-23,2020,2,2050344.0,We can use machine learning and AI techniques.,adoption,0.32172224,bert_classifier_chatgpt_annotations
174310,2021-03-25,2021,1,2244113.0,"Toolsets such as DevSec ops, digital engineering, artificial intelligence and machine learning, these are the key enablers for our industry moving forward.",adoption,0.46170127,bert_classifier_chatgpt_annotations
174310,2021-03-25,2021,1,2244113.0,We use these capabilities and apply deep learning technologies to support automatic target recognition and tracking from space sensors.,adoption,0.4520749,bert_classifier_chatgpt_annotations
174310,2021-03-25,2021,1,2244113.0,"We are empowering our clients to achieve measurable safety, profitability and reliability enhancements using smart digital tools and AI-based analytics.",adoption,0.3387129,bert_classifier_chatgpt_annotations
174310,2021-03-25,2021,1,2244113.0,KBR is working with leading companies to deploy AI and data analytics using many of the approaches that Byron and Rob talked about earlier to help our clients anticipate problems before they occur.,adoption,0.3053737,bert_classifier_chatgpt_annotations
174310,2021-03-25,2021,1,2244113.0,"You can see here that we've established communities of interest to connect technical experts across the world in a wide range of areas, such as human performance enablement, AI, machine learning and cyber.",adoption,0.3009435,bert_classifier_chatgpt_annotations
104833,2021-02-10,2021,1,2485845.0,"But then we connected all these 80 transformation leaders in one kind of neural network, which permits us to very quickly learn together, to very quickly scale best practices that we see in one operating company to the others.",adoption,0.329017,bert_classifier_chatgpt_annotations
206493,2021-02-10,2021,1,2485718.0,"But then we connected all these 80 transformation leaders in one kind of neural network, which permits us to very quickly learn together, to very quickly scale best practices that we see in one operating company to the others.",adoption,0.329017,bert_classifier_chatgpt_annotations
332903,2021-04-26,2021,2,2258622.0,"Today's virtual AGM will be held exclusively in the presence of the Chairman of the Supervisory Board, Dr. Kurt Pribil; the Deputy Chair, Herbert Juranek; the CEO, Csongor Bulcsu N̩meth; and the Board members, Markus Krause; and GaneshKumar Krishnamoorthi as well as the 4 proposed special proxies, Dr. Maria Brandstetter Attorney-at-Law, Dr. Verena Brauner, Attorney-at-Law; Ewald Oberhammer, Attorney-at-Law and Mr. Florian Beckermann, LLM as well as myself as the certifying notary.",adoption,0.11263953,bert_classifier_chatgpt_annotations
006266,2020-11-19,2020,4,2174929.0,"Advancements in machine learning and artificial intelligence are also enabling the creation of digital solutions on and off robot that connect the patient journey before, during and after a procedure.",adoption,0.42124426,bert_classifier_chatgpt_annotations
006266,2020-11-19,2020,4,2174929.0,"Our digital surgery ecosystem joins the forces of next-generation robotics, best-in-class instrumentation, advanced imaging and visualization, data analytics, artificial intelligence, machine learning and digital solutions.",hype,0.32486722,bert_classifier_chatgpt_annotations
006266,2020-11-19,2020,4,2174929.0,Advances in data analytics and machine learning are enabling us to facilitate the transfer of surgical knowledge from experts to less experienced surgeons.,adoption,0.32077992,bert_classifier_chatgpt_annotations
006266,2020-11-19,2020,4,2174929.0,"[Presentation] C-SATS is available today for surgeons across multiple specialties, and we are also in the process of building machine learning algorithms that will be deployed intraoperatively and [ deploy ] real-time intelligence on things such as workflow and decision-making to truly make surgery smarter and more standardized.",adoption,0.29317898,bert_classifier_chatgpt_annotations
006266,2020-11-19,2020,4,2174929.0,We will also strive to use data and predictive analytics to identify patient-specific risk along with care navigation solutions to provide patient readiness for surgery and optimal recovery after surgery.,adoption,0.36263567,bert_classifier_chatgpt_annotations
006266,2020-11-19,2020,4,2174929.0,"It is not too difficult anymore and this idea of telemedicine and telesurgery are very real opportunities that fit very nicely into this opportunity to build a digital ecosystem that combine hardware, software and AI and machine learning and enhanced visualization all into a next-generation offering that has one purpose, which is to treat patients more in a superior manner and improve outcomes.",adoption,0.26277322,bert_classifier_chatgpt_annotations
006266,2020-11-19,2020,4,2174929.0,"So the point I just want to leave one point for you is through the future digital technologies, powered by AI and machine learning, there are so many opportunities ahead of us to disrupt and provide better value to the patient and doctors.",hype,0.21811393,bert_classifier_chatgpt_annotations
009897,2022-03-11,2022,1,2523691.0,Pervasive application of AI will require persistent connection and instantaneous access to data stores to enable insights and functionality.,adoption,0.29390314,bert_classifier_chatgpt_annotations
009897,2022-03-11,2022,1,2523691.0,"The next wave of digital transformation is being driven by cloud, AI and connected sensors.",hype,0.285571,bert_classifier_chatgpt_annotations
009897,2022-03-11,2022,1,2523691.0,"For example, we're creating an enhanced digital experience that leverages AI and machine learning to drive better direct fulfillment performance and help our business units deliver more efficient growth.",adoption,0.3957228,bert_classifier_chatgpt_annotations
004839,2021-05-26,2021,2,2303108.0,You'll hear more from Ted Cannis about our deep learnings about these customers in a bit.,adoption,0.35855582,bert_classifier_chatgpt_annotations
004839,2021-05-26,2021,2,2303108.0,"To access their network of app developers and utilize their machine learning, AI and analytics expertise to continuously improve our business.",adoption,0.35969007,bert_classifier_chatgpt_annotations
004839,2021-05-26,2021,2,2303108.0,And we're training and implementing AI applications broadly.,risk,0.33655304,bert_classifier_chatgpt_annotations
004839,2021-05-26,2021,2,2303108.0,"We'll also leverage Google's world-class expertise in data, AI and machine learning and collaborate on personalized data-driven experiences for the future.",hype,0.40293133,bert_classifier_chatgpt_annotations
293130,2021-11-04,2021,4,2430146.0,"As a tech entrepreneur, I've become obsessed with data and software for retailers, helping clients all over the world use customer data and AI to truly understand who their customers are and enabling them to personalize the entire customer journey to drive profitable incremental sales.",adoption,0.30581132,bert_classifier_chatgpt_annotations
034243,2021-10-05,2021,4,2404355.0,"And in a few minutes, I will be talking with Scott Guthrie, Microsoft Executive Vice President of Cloud and AI about community, innovation and what the Elastic and Microsoft partnership brings to you.",hype,0.25447506,bert_classifier_chatgpt_annotations
034243,2021-10-05,2021,4,2404355.0,This is all about using the power of machine learning to surface the attributes that are most correlated with either slow transactions or transactions that simply fail using the power of machine learning to point you in the right direction.,adoption,0.21768117,bert_classifier_chatgpt_annotations
034243,2021-10-05,2021,4,2404355.0,"Lastly, we've made a tremendous amount of innovations in the area of machine learning.",hype,0.37761113,bert_classifier_chatgpt_annotations
034243,2021-10-05,2021,4,2404355.0,"I'm happy to be here and excited to tell everyone about some of the recent releases and some of the investments we're making into the future, especially regarding bringing machine learning models and techniques into our relevance products.",hype,0.369727,bert_classifier_chatgpt_annotations
034243,2021-10-05,2021,4,2404355.0,"The way that we're improving keywords is by driving machine learning algorithms to create automation, essentially by taking the click-through behavior of the end users on your website or in your search experience, how they're interacting with the search results themselves, we analyze that information and the machine learning models automatically create and suggest curations for you so that you are going through on each individual keyword, trying to make sure that you're getting just the exact right document in place.",adoption,0.27824843,bert_classifier_chatgpt_annotations
034243,2021-10-05,2021,4,2404355.0,They all know that they'd like to be leveraging more of their end user behavior to improve the search relevance for their specific set of content and machine learning allows us to automate some of that process.,adoption,0.2766183,bert_classifier_chatgpt_annotations
034243,2021-10-05,2021,4,2404355.0,"But as we look to the future, we're eager to start leveraging even more recent advancements in machine learning to take our relevance models really to the next level.",hype,0.32754308,bert_classifier_chatgpt_annotations
034243,2021-10-05,2021,4,2404355.0,And that brings us to the investments we're making in vector search and natural language processing.,innovation,0.32023066,bert_classifier_chatgpt_annotations
034243,2021-10-05,2021,4,2404355.0,"And correlations is a powerful new capability, which brings machine learning-enabled insights right into my investigative workflow.",adoption,0.29949218,bert_classifier_chatgpt_annotations
034243,2021-10-05,2021,4,2404355.0,"So I'm going to leverage the power of machine learning categories, log categories to limit what I need to look at even more.",adoption,0.28683817,bert_classifier_chatgpt_annotations
034243,2021-10-05,2021,4,2404355.0,"And then showing how you can start with at the very top, prioritized alerts that have been prioritized with all the machine learning capabilities that we now have going into the service maps, going into the APM traces and then all the way down to the logs to understand the root causes, this is very compelling.",adoption,0.27823207,bert_classifier_chatgpt_annotations
034243,2021-10-05,2021,4,2404355.0,"As you could see, many steps along the way were first, our malware detection engine, which is a machine learning model but is detecting unknown threats, found this thing and could have stopped it had I put it into prevention mode.",risk,0.19711754,bert_classifier_chatgpt_annotations
171007,2021-05-10,2021,2,2314038.0,"ESG, process mining, RPA, AI and low-code, all fully integrated, native on our platform.",adoption,0.38777304,bert_classifier_chatgpt_annotations
171007,2021-05-10,2021,2,2314038.0,The platform also provides native AI services.,adoption,0.3516252,bert_classifier_chatgpt_annotations
171007,2021-05-10,2021,2,2314038.0,And AI is something I'm really excited about because AI is what drives intelligent workflows for our customers.,irrelevant,0.48976576,bert_classifier_chatgpt_annotations
171007,2021-05-10,2021,2,2314038.0,"Our AI technologies, which are built in the platform, first tries to understand what Erin is requesting.",adoption,0.3421291,bert_classifier_chatgpt_annotations
171007,2021-05-10,2021,2,2314038.0,"So this is what we do when we say that we are delivering AI, whether it's for ITSM Pro or for CSM Pro, or HR Pro.",adoption,0.31914902,bert_classifier_chatgpt_annotations
171007,2021-05-10,2021,2,2314038.0,"And this is not just one thing, whether it's request management or incident deflection, we're also now beginning Quebec release have AI operations, AI search and many other technologies which are the foundational technologies for these capabilities, such as natural language understanding, natural language query, categorization, classification and so on.",adoption,0.34508622,bert_classifier_chatgpt_annotations
